,X,Y,LocalWellNumber,Water_depth,AQUIFER_NA,Well_Depth_Meters,WellUse,Active,LastActive_Plugged_date,DateConstructed,Yield,VarZ
989,680605,3359836,8801Z,18.011811023622048,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2008-03-01,2003-07-01,,-0.11298493810256409
990,680659,3359806,8802Z,18.011811023622048,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2008-03-01,2003-07-01,,-0.11298493810256409
991,680632,3359806,8803Z,16.56824146981627,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2008-03-01,2003-07-01,,-0.11298493810256409
992,675321,3364523,8805Z,19.68503937007874,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,8.5344,Piezometer,1,2021-08-02,2004-06-01,,-0.11298493810256409
993,684915,3365544,8806Z,49.212598425196845,400-FOOT SAND OF BATON ROUGE AREA,92.964,Irrigation,1,2021-08-02,2004-05-01,,-0.11298493810256409
994,676043,3372696,8289Z,25.59055118110236,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,1999-11-01,,-0.11298493810256409
995,676043,3372696,8290Z,8.530183727034121,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2004-02-01,1999-11-01,,-0.11298493810256409
996,684558,3367694,8292Z,14.534120734908134,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2002-02-01,1999-12-01,,-0.11298493810256409
997,684558,3367694,8293Z,8.8254593175853,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2002-02-01,1999-12-01,,-0.11298493810256409
998,684558,3367694,8294Z,26.312335958005246,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2002-02-01,1999-12-01,,-0.11298493810256409
999,684558,3367694,8295Z,12.434383202099736,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2002-02-01,1999-12-01,,-0.11298493810256409
1000,685487,3369558,8297Z,32.808398950131235,SHALLOW SANDS OF BATON ROUGE AREA,27.432,Domestic,1,2021-08-02,1999-11-01,,-0.11298493810256409
1001,675637,3374692,8298Z,33.92388451443569,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,9.7536,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1002,675860,3359296,9363Z,55.77427821522309,[TO BE DETERMINED],48.768,Rig Supply,1,2021-08-02,2008-08-01,,-0.11298493810256409
1003,693644,3367113,9368Z,82.02099737532808,[TO BE DETERMINED],22.86,Domestic,1,2021-08-02,2008-10-01,,-0.11298493810256409
1004,687112,3371311,8872Z,18.372703412073488,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2007-01-01,2004-08-01,,-0.11298493810256409
1005,687111,3371342,8873Z,17.38845144356955,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2007-01-01,2004-09-01,,-0.11298493810256409
1006,681596,3372480,9436Z,0.0,[TO BE DETERMINED],6.096,Monitor,0,2009-04-01,,,-0.11298493810256409
1007,681622,3372511,9437Z,0.0,[TO BE DETERMINED],6.096,Monitor,0,2009-04-01,,,-0.11298493810256409
1008,681622,3372480,9438Z,0.0,[TO BE DETERMINED],6.096,Monitor,0,2009-04-01,,,-0.11298493810256409
1009,681623,3372450,9439Z,0.0,[TO BE DETERMINED],6.096,Monitor,0,2009-04-01,,,-0.11298493810256409
1010,681649,3372450,9440Z,0.0,[TO BE DETERMINED],6.096,Monitor,0,2009-04-01,,,-0.11298493810256409
1011,681596,3372480,9441Z,0.0,[TO BE DETERMINED],6.096,Recovery,0,2009-04-01,,,-0.11298493810256409
1012,681596,3372480,9442Z,0.0,[TO BE DETERMINED],6.096,Recovery,0,2009-04-01,,,-0.11298493810256409
1013,675860,3367519,8932Z,75.45931758530183,MISSISSIPPI RIVER ALLUVIAL AQUIFER,13.4112,Piezometer,1,2021-08-02,2005-03-01,,-0.11298493810256409
1014,678153,3369281,8934Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.9248,Piezometer,1,2021-08-02,2005-02-01,,-0.11298493810256409
1015,677995,3369156,8935Z,49.212598425196845,PLEISTOCENE SERIES,13.716,Piezometer,1,2021-08-02,2005-02-01,,-0.11298493810256409
1016,677997,3369063,8936Z,39.37007874015748,PLEISTOCENE SERIES,16.1544,Piezometer,1,2021-08-02,2005-02-01,,-0.11298493810256409
1017,677324,3367759,8937Z,42.650918635170605,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,9.4488,Piezometer,1,2021-08-02,2005-03-01,,-0.11298493810256409
1018,685718,3368577,9104Z,49.212598425196845,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2007-06-01,2006-03-01,,-0.11298493810256409
1019,678127,3372515,9105Z,22.96587926509186,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2006-10-01,2006-05-01,,-0.11298493810256409
1020,678127,3372515,9106Z,22.96587926509186,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.8392,Monitor,0,2006-10-01,2006-05-01,,-0.11298493810256409
1021,681534,3368167,9108Z,8.070866141732283,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2006-10-01,2006-03-01,,-0.11298493810256409
1022,681561,3368198,9109Z,9.481627296587927,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2006-10-01,2006-03-01,,-0.11298493810256409
1023,675637,3374692,8299Z,29.6259842519685,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,12.8016,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1024,675569,3375614,8300Z,43.30708661417322,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,12.8016,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1025,675569,3375614,8301Z,22.834645669291337,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,9.7536,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1026,675569,3375614,8302Z,23.523622047244093,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,14.6304,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1027,675569,3375614,8303Z,27.559055118110237,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,23.4696,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1028,675516,3375614,8304Z,26.738845144356954,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,11.2776,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1029,675516,3375614,8305Z,8.858267716535433,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,18.288,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1030,675516,3375614,8306Z,51.70603674540682,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,12.192,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1031,675513,3374135,8307Z,19.028871391076112,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,10.668,Piezometer,1,2021-08-02,1999-11-01,,-0.11298493810256409
1032,690222,3371981,7839Z,26.246719160104984,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,1999-03-01,1996-12-01,,-0.11298493810256409
1033,678752,3370184,7840Z,16.404199475065617,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2003-02-01,1996-12-01,,-0.11298493810256409
1034,687138,3371311,8874Z,21.325459317585302,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2006-02-01,2004-08-01,,-0.11298493810256409
1035,687138,3371311,8875Z,23.950131233595798,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2007-01-01,2004-09-01,,-0.11298493810256409
1036,687139,3371281,8876Z,23.950131233595798,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2007-01-01,2004-08-01,,-0.11298493810256409
1037,681108,3364926,8877Z,82.02099737532808,400-FOOT SAND OF BATON ROUGE AREA,138.684,Irrigation,1,2021-08-02,2004-11-01,25.0,-0.11298493810256409
1038,683489,3369370,8878Z,11.843832020997374,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2006-04-01,2004-09-01,,-0.11298493810256409
1039,683489,3369370,8879Z,21.78477690288714,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2006-04-01,2004-09-01,,-0.11298493810256409
1040,683489,3369370,8880Z,4.133858267716535,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2006-04-01,2004-09-01,,-0.11298493810256409
1041,676144,3374700,8881Z,47.047244094488185,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,7.62,Monitor,0,2008-01-01,2004-11-01,,-0.11298493810256409
1042,676144,3374700,8882Z,55.643044619422575,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,7.62,Monitor,0,2008-01-01,2004-11-01,,-0.11298493810256409
1043,676144,3374700,8883Z,41.79790026246719,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,7.62,Monitor,0,2008-01-01,2004-11-01,,-0.11298493810256409
1044,676144,3374700,8884Z,58.792650918635175,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,7.62,Monitor,0,2008-01-01,2004-12-01,,-0.11298493810256409
1045,678027,3367247,8886Z,39.37007874015748,PLEISTOCENE SERIES,17.0688,Piezometer,1,2021-08-02,2005-01-01,,-0.11298493810256409
1046,676976,3369478,8888Z,22.96587926509186,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2006-06-01,2005-01-01,,-0.11298493810256409
1047,676976,3369478,8889Z,26.246719160104984,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2006-06-01,2005-01-01,,-0.11298493810256409
1048,676976,3369478,8890Z,21.325459317585302,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2006-06-01,2005-01-01,,-0.11298493810256409
1049,693644,3367113,9416Z,131.23359580052494,[TO BE DETERMINED],131.064,Domestic,1,2021-08-02,2009-05-01,,-0.11298493810256409
1050,686472,3371238,8869Z,31.88976377952756,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,8.5344,Monitor,0,2005-10-01,2004-04-01,,-0.11298493810256409
1051,686472,3371238,8870Z,32.41469816272966,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.62,Monitor,0,2005-10-01,2004-04-01,,-0.11298493810256409
1052,686472,3371238,8871Z,31.824146981627294,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.62,Monitor,0,2005-10-01,2004-04-01,,-0.11298493810256409
1053,682070,3366451,8751Z,31.16797900262467,PLEISTOCENE SERIES,25.908,Monitor,1,2021-08-02,2003-11-01,,-0.11298493810256409
1054,688789,3363855,8752Z,32.250656167979,PLEISTOCENE SERIES,21.9456,Monitor,1,2021-08-02,2003-07-01,,-0.11298493810256409
1055,682202,3360170,8753Z,32.808398950131235,NORCO AQUIFER,82.296,Irrigation,1,2021-08-02,2003-09-01,,-0.11298493810256409
1056,677153,3370097,8754Z,38.976377952755904,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2003-12-01,2003-07-01,,-0.11298493810256409
1057,677153,3370097,8755Z,16.469816272965875,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2003-12-01,2003-07-01,,-0.11298493810256409
1058,677153,3370097,8756Z,16.601049868766403,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2003-12-01,2003-07-01,,-0.11298493810256409
1059,684535,3365938,8762Z,32.808398950131235,PLEISTOCENE SERIES,27.432,Piezometer,1,2021-08-02,2003-11-01,,-0.11298493810256409
1060,684535,3365938,8763Z,32.808398950131235,PLEISTOCENE SERIES,12.8016,Piezometer,1,2021-08-02,2003-11-01,,-0.11298493810256409
1061,692491,3374916,7678Z,98.42519685039369,400-FOOT SAND OF BATON ROUGE AREA,115.824,Domestic,1,2021-08-02,1996-01-01,,-0.11298493810256409
1062,691878,3374875,7828Z,101.70603674540682,400-FOOT SAND OF BATON ROUGE AREA,148.1328,Domestic,1,2021-08-02,1996-09-01,,-0.11298493810256409
1063,684521,3368310,7832Z,0.0,[NO WELL MADE],73.152,Heat Pump,1,2021-08-02,1996-10-01,,-0.11298493810256409
1064,675303,3375579,7833Z,61.51574803149606,MISSISSIPPI RIVER ALLUVIAL AQUIFER,6.096,Monitor,1,2021-08-02,1996-11-01,,-0.11298493810256409
1065,675275,3375640,7834Z,16.404199475065617,MISSISSIPPI RIVER ALLUVIAL AQUIFER,6.096,Monitor,1,2021-08-02,1996-11-01,,-0.11298493810256409
1066,675302,3375641,7835Z,46.3254593175853,MISSISSIPPI RIVER ALLUVIAL AQUIFER,6.096,Monitor,1,2021-08-02,1996-11-01,,-0.11298493810256409
1067,677445,3366898,8524Z,16.404199475065617,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2003-12-01,2001-05-01,,-0.11298493810256409
1068,677445,3366898,8525Z,22.900262467191602,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-12-01,2001-05-01,,-0.11298493810256409
1069,679151,3362183,8530Z,82.02099737532808,SHALLOW SANDS OF BATON ROUGE AREA,89.916,Irrigation,1,2021-08-02,2001-05-01,,-0.11298493810256409
1070,675898,3371770,8531Z,5.741469816272965,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,0,2002-10-01,2001-06-01,,-0.11298493810256409
1071,675898,3371770,8532Z,4.2650918635170605,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,0,2002-10-01,2001-06-01,,-0.11298493810256409
1072,675898,3371770,8533Z,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,0,2002-10-01,2001-06-01,,-0.11298493810256409
1073,684444,3368154,7745Z,18.04461942257218,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.9624,Monitor,0,,1995-01-01,,-0.11298493810256409
1074,686937,3364409,7928Z,20.045931758530184,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,16.4592,Monitor,1,2021-08-02,1997-09-01,,-0.11298493810256409
1075,675898,3371770,8534Z,7.6771653543307075,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.3528,Monitor,0,2002-10-01,2001-06-01,,-0.11298493810256409
1076,680342,3361217,7693Z,20.669291338582674,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2003-06-01,1995-11-01,,-0.11298493810256409
1077,679765,3370232,7694Z,25.524934383202098,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.62,Monitor,0,1999-03-01,1995-11-01,,-0.11298493810256409
1078,680369,3361187,7697Z,16.56824146981627,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-06-01,,,-0.11298493810256409
1079,680369,3361187,7698Z,18.04461942257218,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-06-01,,,-0.11298493810256409
1080,680369,3361187,7699Z,17.158792650918635,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-06-01,,,-0.11298493810256409
1081,680369,3361187,7700Z,34.28477690288714,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2003-06-01,,,-0.11298493810256409
1082,687178,3365891,7703Z,15.912073490813647,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2000-04-01,,,-0.11298493810256409
1083,678909,3359007,9313Z,93.50393700787401,[TO BE DETERMINED],9.144,Piezometer,1,2021-08-02,2007-12-01,,-0.11298493810256409
1084,678883,3358976,9314Z,41.33858267716535,[TO BE DETERMINED],7.62,Piezometer,1,2021-08-02,2007-11-01,,-0.11298493810256409
1085,678883,3359007,9315Z,46.91601049868766,[TO BE DETERMINED],7.62,Piezometer,1,2021-08-02,2007-12-01,,-0.11298493810256409
1086,679019,3358855,9316Z,13.123359580052492,[TO BE DETERMINED],7.9248,Piezometer,1,2021-08-02,2007-12-01,,-0.11298493810256409
1087,688792,3369800,8587Z,25.22965879265092,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2006-08-01,,,-0.11298493810256409
1088,688792,3369800,8588Z,26.14829396325459,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2006-08-01,,,-0.11298493810256409
1089,688792,3369800,8589Z,36.876640419947506,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2006-08-01,,,-0.11298493810256409
1090,688792,3369800,8590Z,17.946194225721783,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,2.1336,Monitor,0,2006-08-01,,,-0.11298493810256409
1091,688792,3369800,8591Z,23.98293963254593,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2006-08-01,,,-0.11298493810256409
1092,688792,3369800,8592Z,23.45800524934383,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2008-03-01,,,-0.11298493810256409
1093,688792,3369800,8593Z,23.851706036745405,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,1,2021-08-02,,,-0.11298493810256409
1094,688792,3369800,8594Z,7.70997375328084,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2006-08-01,,,-0.11298493810256409
1095,688792,3369800,8595Z,19.2257217847769,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,2.4384,Monitor,0,2006-08-01,,,-0.11298493810256409
1096,688792,3369800,8596Z,11.384514435695538,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2006-08-01,,,-0.11298493810256409
1097,680181,3372518,8600Z,20.406824146981627,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.7912,Monitor,0,2003-02-01,2001-12-01,,-0.11298493810256409
1098,680181,3372518,8601Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.1816,Monitor,0,2003-02-01,2001-12-01,,-0.11298493810256409
1099,683842,3373719,8431Z,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,4.572,Monitor,1,2021-08-02,2000-05-01,,-0.11298493810256409
1100,681920,3367465,8436Z,19.028871391076112,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2000-07-01,2000-05-01,,-0.11298493810256409
1101,678592,3366917,7571Z,7.217847769028872,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.9624,Recovery,0,1999-06-01,1994-12-01,,-0.11298493810256409
1102,678592,3366917,7573Z,26.246719160104984,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.9624,Recovery,0,1999-06-01,1994-12-01,,-0.11298493810256409
1103,678592,3366917,7574Z,2.65748031496063,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.9624,Recovery,0,1999-06-01,1994-12-01,,-0.11298493810256409
1104,678566,3366917,7575Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,1999-06-01,1994-12-01,,-0.11298493810256409
1105,682586,3361193,7866Z,0.0,[NO WELL MADE],48.768,Heat Pump,1,2021-08-02,1987-04-01,,-0.11298493810256409
1106,677067,3367169,8648Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.7912,Monitor,0,2004-06-01,2002-08-01,,-0.11298493810256409
1107,680181,3372518,8490Z,34.612860892388454,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2003-02-01,2000-10-01,,-0.11298493810256409
1108,680181,3372518,8491Z,35.10498687664042,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.8768,Monitor,0,2003-02-01,2000-10-01,,-0.11298493810256409
1109,680181,3372518,8492Z,34.612860892388454,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2003-02-01,2000-10-01,,-0.11298493810256409
1110,680181,3372518,8493Z,37.30314960629921,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2003-02-01,2000-10-01,,-0.11298493810256409
1111,680181,3372518,8494Z,38.74671916010499,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.7912,Monitor,0,2003-02-01,2000-10-01,,-0.11298493810256409
1112,681576,3360899,8496Z,49.212598425196845,SHALLOW SANDS OF BATON ROUGE AREA,88.392,Irrigation,1,2021-08-02,2001-01-01,,-0.11298493810256409
1113,679927,3373376,7427Z,13.123359580052492,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.048,Monitor,0,2003-08-01,1994-07-01,,-0.11298493810256409
1114,691850,3374967,7429Z,95.14435695538057,400-FOOT SAND OF BATON ROUGE AREA,150.876,Domestic,1,2021-08-02,1994-08-01,,-0.11298493810256409
1115,678751,3370277,7432Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-02-01,1994-08-01,,-0.11298493810256409
1116,678725,3370245,7433Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-02-01,1994-08-01,,-0.11298493810256409
1117,678751,3370246,7434Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2001-11-01,1994-08-01,,-0.11298493810256409
1118,678751,3370246,7435Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2003-02-01,1994-08-01,,-0.11298493810256409
1119,678751,3370246,7436Z,19.68503937007874,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,1,2021-08-02,1994-08-01,,-0.11298493810256409
1120,678360,3366421,8653Z,26.08267716535433,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,4.2672,Monitor,0,2003-07-01,2002-09-01,,-0.11298493810256409
1121,678360,3366421,8654Z,15.97769028871391,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,4.2672,Monitor,0,2003-07-01,2002-09-01,,-0.11298493810256409
1122,675303,3373947,7748Z,31.43044619422572,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,9.144,Monitor,0,2003-08-01,1995-04-01,,-0.11298493810256409
1123,675330,3373886,7749Z,25.426509186351705,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,9.144,Monitor,0,2003-08-01,1995-04-01,,-0.11298493810256409
1124,675329,3373947,7750Z,36.351706036745405,MISSISSIPPI RIVER ALLUVIAL AQUIFER,31.6992,Monitor,0,2003-08-01,1995-03-01,,-0.11298493810256409
1125,682459,3370338,7752Z,45.93175853018372,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2013-04-09,1996-02-01,,-0.11298493810256409
1126,682459,3370338,7756Z,49.212598425196845,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.4864,Monitor,0,2013-04-09,1996-04-01,,-0.11298493810256409
1127,686474,3371177,7797Z,30.183727034120732,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,7.62,Monitor,0,1999-06-01,1996-09-01,,-0.11298493810256409
1128,675382,3375642,9380Z,45.93175853018372,[TO BE DETERMINED],7.62,Monitor,1,2021-08-02,2008-06-01,,-0.11298493810256409
1129,675381,3375673,9381Z,55.77427821522309,[TO BE DETERMINED],7.62,Monitor,1,2021-08-02,2008-06-01,,-0.11298493810256409
1130,684989,3361172,8845Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Other,0,2004-06-01,,,-0.11298493810256409
1131,684989,3361172,8846Z,0.0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,5.7912,Other,0,2004-06-01,,,-0.11298493810256409
1132,684444,3371265,9020Z,0.0,400-FOOT SAND OF BATON ROUGE AREA,128.016,Irrigation,1,2021-08-02,2005-11-01,,-0.11298493810256409
1133,676998,3374683,8861Z,19.291338582677163,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.572,Monitor,0,2005-08-01,2004-09-01,,-0.11298493810256409
1134,687178,3365891,7704Z,16.666666666666664,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2000-04-01,,,-0.11298493810256409
1135,687178,3365891,7705Z,13.221784776902886,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2000-04-01,,,-0.11298493810256409
1136,687178,3365891,7706Z,13.58267716535433,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2000-04-01,,,-0.11298493810256409
1137,687178,3365891,7707Z,12.762467191601049,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,4.2672,Monitor,0,2000-04-01,,,-0.11298493810256409
1138,681618,3367953,7708Z,15.41994750656168,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.096,Monitor,0,2000-01-01,,,-0.11298493810256409
1139,681670,3368015,7709Z,9.711286089238845,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,3.6576,Monitor,0,2000-01-01,,,-0.11298493810256409
1140,685065,3370875,7710Z,11.154855643044618,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,6.4008,Monitor,0,2001-05-01,1996-03-01,,-0.11298493810256409
