LOCAL_WELL,OWNERS_NAM,DATE_COMPL,GEOLOGIC_U,WATER_LEVE,DATE_MEASU,PUMP_SETTI,PUMP_RATE,YIELD_MEAS,PUMP_HOURS,PUMP_DOWN_,AQUIFER_NA,X,Y
780B,U S GEOL SURVEY,03/65,12115BR,"8.58",04/23/65,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"678569","3366701"
"781",U S GEOL SURVEY,04/65,12220BR,"122.38",04/23/65,,,,,,2000-FOOT SAND OF BATON ROUGE AREA,"677569","3367485"
782A,U S GEOL SURVEY,04/65,12110BR,"18.72",04/23/65,,,,,,1000-FOOT SAND OF BATON ROUGE AREA,"677569","3367485"
782B,U S GEOL SURVEY,04/65,12115BR,"53.67",04/23/65,,,,,,1500-FOOT SAND OF BATON ROUGE AREA,"677569","3367485"
789A,U S GEOL SURVEY,06/65,11204BR,"25.69",06/30/65,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"680783","3366799"
"823",LA WTR RESOURCE,08/67,11204BR,"28.69",08/21/67,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"677747","3366410"
"824",LA WTR RESOURCE,09/67,11206BR,"84.93",09/22/67,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"677133","3368033"
"825",LA WTR RESOURCE,09/67,11204BR,"57.26",09/22/67,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"677133","3368033"
6985Z,MURPHY OIL,12/92,112SESC,"4.12",01/04/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685771","3368547"
6986Z,MURPHY OIL,12/92,112SESC,"2.58",01/04/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685771","3368547"
6987Z,MURPHY OIL,12/92,112SESC,"3.50",01/04/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685771","3368547"
6988Z,STAR ENTERPRISE,10/90,112SESC,"2.50",10/04/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681423","3363669"
6989Z,STAR ENTERPRISE,01/93,112SESC,"1.00",01/21/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682056","3370455"
6990Z,STAR ENTERPRISE,01/93,112SESC,"1.00",01/21/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682056","3370455"
6991Z,STAR ENTERPRISE,01/93,112SESC,"1.00",01/21/93,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682056","3370455"
"1137",QUALICARE-WALSH,06/85,11204BR,"12.00",07/03/85,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691214","3370181"
"749",BATON ROUGE WW,"1955",12112BR,"25.23",07/03/62,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"687185","3368602"
"751",BATON ROUGE WW,"1962",12224BR,"82.00",08/27/62,,,,,,2400-FOOT SAND OF BATON ROUGE AREA,"678212","3370607"
"752",RED OAK WTR CO,03/54,12112BR,"41.31",09/26/62,,,,,,1200-FOOT SAND OF BATON ROUGE AREA,"685808","3372644"
"753",HOLSUM BAKERY,12/61,12108BR,"98.70",10/09/62,,,,,,800-FOOT SAND OF BATON ROUGE AREA,"679354","3372504"
6580Z,"GRAY, LLOYD",11/94,11204BR,"30.00",11/17/94,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"687745","3362421"
6581Z,DENOVO OIL-GAS,11/90,112SLBR,"15.00",11/15/90,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"679161","3371269"
6582Z,CHEVRON,07/90,112SESC,"4.04",07/06/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680715","3372496"
6583Z,CHEVRON,07/90,112SESC,"4.04",07/06/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680715","3372496"
6584Z,CHEVRON,07/90,112SESC,"4.04",07/06/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680715","3372496"
6588Z,STAR ENTERPRISE,11/90,112SESC,"4.21",11/19/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686630","3368284"
6589Z,STAR ENTERPRISE,11/90,112SESC,"3.96",11/19/90,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686604","3368222"
"999",EB REC PARK COM,03/78,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"692351","3358713"
9173Z,CHEVRON EMC,10/06,112SESC,"10.97",10/19/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681312","3370288"
9234Z,MOTIVA ENTERPRI,06/06,112SESC,"22.00",06/28/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691314","3369074"
9235Z,MOTIVA ENTERPRI,06/06,112SESC,"21.00",06/28/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691314","3369074"
9487Z,CRESCENT CROWN,12/09,"00000000","4.81",01/08/10,,,,,,[TO BE DETERMINED],"684731","3366958"
9489Z,CRESCENT CROWN,12/09,"00000000","4.76",01/08/10,,,,,,[TO BE DETERMINED],"684731","3366958"
9490Z,CRESCENT CROWN,12/09,"00000000","7.61",01/08/10,,,,,,[TO BE DETERMINED],"684731","3366958"
9491Z,CRESCENT CROWN,12/09,"00000000","4.80",01/08/10,,,,,,[TO BE DETERMINED],"684731","3366958"
7844Z,BFI,03/97,112SESC,"9.75",03/14/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686911","3364377"
7845Z,BFI,03/97,112SESC,"7.94",03/13/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686859","3364253"
7846Z,BFI,03/97,112SESC,"10.17",03/12/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686885","3364315"
7836Z,EXXON CHEMICAL,11/96,112MRVAC,"9.15",11/08/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675329","3375641"
7838Z,STAR ENTERPRISE,12/96,112SESC,"8.00",12/23/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690248","3372012"
7438Z,CHEVRON,08/94,112SESC,"4.10",08/25/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677623","3367425"
9006Z,"BRUCE, CHARLES",05/05,"00000000","32.00",05/25/05,,,,,,[TO BE DETERMINED],"678394","3362725"
9007Z,"DENNY, LYNN",11/04,11204BR,"20.00",11/04/04,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691966","3362340"
9008Z,CONOCO PHILLIPS,06/05,112SESC,"5.13",06/21/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685099","3365732"
9009Z,CONOCO PHILLIPS,06/05,112SESC,"5.51",06/21/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685072","3365732"
9010Z,CONOCO PHILLIPS,06/05,112SESC,"4.74",06/21/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685072","3365732"
7585Z,CHEVRON,05/95,112SESC,"1.47",05/23/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686638","3367792"
7586Z,EXXON CO USA,05/95,112SESC,"2.65",06/02/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686552","3368190"
7592Z,EXXON CO USA,05/95,112SESC,"5.98",06/02/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686908","3364562"
7593Z,EXXON CO USA,05/95,112SESC,"7.16",06/22/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
9174Z,CHEVRON EMC,10/06,112SESC,"11.60",10/19/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681312","3370288"
9337Z,CHEVRON EMC,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681338","3370320"
9339Z,EXXONMOBILE,05/01,"00000000","6.97",05/10/01,,,,,,[TO BE DETERMINED],"679791","3370294"
9340Z,EXXONMOBILE,05/01,"00000000","5.73",05/10/01,,,,,,[TO BE DETERMINED],"679791","3370294"
9341Z,EXXONMOBILE,05/01,"00000000","8.14",05/10/01,,,,,,[TO BE DETERMINED],"679791","3370294"
9342Z,EXXONMOBILE,05/01,"00000000","4.66",05/10/01,,,,,,[TO BE DETERMINED],"679791","3370294"
9343Z,EXXONMOBILE,05/01,"00000000","3.46",05/10/01,,,,,,[TO BE DETERMINED],"679791","3370294"
9344Z,CRESCENT CROWN,03/08,"00000000","3.70",04/04/08,,,,,,[TO BE DETERMINED],"684705","3366927"
9346Z,CRESCENT CROWN,03/08,"00000000","2.60",04/04/08,,,,,,[TO BE DETERMINED],"684758","3366928"
9348Z,CRESCENT CROWN,04/08,"00000000","3.70",04/04/08,,,,,,[TO BE DETERMINED],"684757","3367020"
8938Z,BR PUBLIC WORKS,03/05,112SESC,"9.00",03/18/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677541","3367547"
8939Z,BR PUBLIC WORKS,02/05,112PLSC,"4.24",02/15/05,,,,,,PLEISTOCENE SERIES,"679239","3366558"
8940Z,BR PUBLIC WORKS,02/05,112PLSC,"10.78",02/23/05,,,,,,PLEISTOCENE SERIES,"679102","3366802"
8942Z,BR PUBLIC WORKS,02/05,112MRVA,"15.30",03/31/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676370","3367343"
8943Z,BR PUBLIC WORKS,02/05,112PLSC,"7.30",03/31/05,,,,,,PLEISTOCENE SERIES,"676531","3367315"
8944Z,BR PUBLIC WORKS,02/05,112MRVA,"38.25",03/25/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"676744","3367318"
8945Z,BR PUBLIC WORKS,01/05,112MRVAC,"2.59",02/17/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676411","3366481"
8946Z,BR PUBLIC WORKS,02/05,112SESC,"35.70",03/31/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676905","3367290"
8948Z,BR PUBLIC WORKS,02/05,112SESC,"2.69",02/17/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678224","3371469"
8949Z,BR PUBLIC WORKS,02/05,112SESC,"2.62",02/18/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678231","3371069"
8950Z,BR PUBLIC WORKS,02/05,112SESC,"8.40",02/18/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678261","3370823"
8951Z,BR PUBLIC WORKS,02/05,112SESC,"7.19",03/25/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678265","3370577"
8952Z,BR PUBLIC WORKS,02/05,112PLSC,"7.02",02/18/05,,,,,,PLEISTOCENE SERIES,"678185","3370575"
8953Z,BR PUBLIC WORKS,02/05,112SESC,"3.46",02/18/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677978","3370202"
7607Z,LENNAR CENTRAL,06/95,112SESC,"10.50",06/13/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
7763Z,LA DEPT WILDLIF,07/96,11204BR,"40.00",07/02/96,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688890","3374884"
7769Z,"ENGLAND, MIKE",07/96,11204BR,"19.00",07/00/96,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"688095","3362273"
7771Z,ST JEAN VIANNEY,"1980",11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691449","3367444"
7772Z,CONOCO PHILLIPS,03/96,112MRVAC,"3.90",04/01/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675347","3364585"
7773Z,CONOCO PHILLIPS,03/96,112MRVAC,"4.16",04/01/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675374","3364586"
7774Z,CONOCO PHILLIPS,03/96,112MRVAC,"4.70",04/01/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675347","3364585"
9163Z,ITT FLUID TECHN,05/06,112SESC,"7.00",05/04/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678128","3372453"
9167Z,CHEVRON EMC,09/06,112SESC,"3.40",09/28/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685090","3370968"
9169Z,CHEVRON EMC,09/06,112SESC,"2.90",09/28/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685063","3370968"
9103Z,MURPHY OIL USA,03/06,112SESC,"15.00",03/02/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685745","3368546"
8976Z,BR PUBLIC WORKS,02/05,112SESC,"8.00",04/01/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678444","3371072"
8977Z,BR PUBLIC WORKS,02/05,112SESC,"7.40",04/01/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678475","3370827"
8978Z,BR PUBLIC WORKS,02/05,112PLSC,"6.30",04/08/05,,,,,,PLEISTOCENE SERIES,"677981","3370018"
8979Z,BR PUBLIC WORKS,03/05,112PLSC,"5.30",04/15/05,,,,,,PLEISTOCENE SERIES,"677908","3369616"
8980Z,CONOCO PHILLIPS,04/05,112MRVAC,"3.42",04/27/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"685877","3360818"
8981Z,CONOCO PHILLIPS,04/05,112MRVAC,"2.65",04/27/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"685876","3360849"
8982Z,CONOCO PHILLIPS,04/05,112MRVAC,"1.51",04/27/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"685903","3360849"
8984Z,LSU BURDEN CENT,06/06,"00000000","35.00",06/20/06,,,,,,[TO BE DETERMINED],"682141","3365436"
8985Z,BR PUBLIC WORKS,03/05,112PLSC,"6.20",06/23/05,,,,,,PLEISTOCENE SERIES,"678030","3367031"
9266Z,MOTIVA ENTERPRI,10/04,112PLSC,"0.00",,,,,,,PLEISTOCENE SERIES,"691314","3369074"
8986Z,BR PUBLIC WORKS,02/05,112MRVA,"27.30",06/23/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675807","3367518"
8987Z,BR PUBLIC WORKS,03/05,112PLSC,"4.00",06/23/05,,,,,,PLEISTOCENE SERIES,"677901","3366783"
9091Z,CONOCO PHILLIPS,02/06,112SESC,"11.44",02/08/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683970","3374060"
9443Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681622","3372480"
9444Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681622","3372480"
9445Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681623","3372450"
9446Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681623","3372450"
9447Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681623","3372450"
9448Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681623","3372450"
9092Z,CONOCO PHILLIPS,02/06,112SESC,"10.55",02/08/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683970","3374060"
9093Z,CONOCO PHILLIPS,02/06,112SESC,"10.38",02/08/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683969","3374091"
9099Z,"MURPHY, MIKE",07/06,"00000000","35.00",07/14/06,,,,,,[TO BE DETERMINED],"693950","3361913"
9100Z,"MURPHY, MIKE",07/06,"00000000","35.00",07/16/06,,,,,,[TO BE DETERMINED],"693950","3361913"
9267Z,MOTIVA ENTERPRI,10/04,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691314","3369074"
9268Z,MOTIVA ENTERPRI,10/04,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691314","3369074"
9269Z,MOTIVA ENTERPRI,10/04,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"691314","3369074"
9270Z,CHEVRON EMC,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684363","3368215"
9271Z,CHEVRON EMC,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684363","3368215"
9272Z,CHEVRON EMC,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684363","3368215"
9451Z,SULLIVAN OIL CO,07/09,"00000000","18.00",07/28/09,,,,,,[TO BE DETERMINED],"689307","3358628"
9452Z,SULLIVAN OIL CO,07/09,"00000000","16.00",07/29/09,,,,,,[TO BE DETERMINED],"689333","3358660"
8988Z,BR PUBLIC WORKS,03/05,112PLSC,"8.30",06/23/05,,,,,,PLEISTOCENE SERIES,"677687","3366779"
9273Z,CHEVRON EMC,,112SESC,"4.52",09/15/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684363","3368215"
9274Z,CONOCO PHILLIPS,05/07,112SESC,"15.44",05/17/07,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687811","3375604"
9278Z,"EDWARDS, EDWIN",,"00000000","0.00",,,,,,,[TO BE DETERMINED],"687584","3359399"
8796Z,EXXON MOBIL,04/04,112MRVAC,"3.49",04/23/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675016","3366920"
8799Z,EXXON MOBIL,04/04,112MRVAC,"11.38",04/23/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675016","3366890"
8800Z,WHITE OAK BLDRS,06/03,11204BR,"41.00",06/20/03,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"690246","3369086"
8801Z,CRACKER BARREL,07/03,112SESC,"5.49",08/08/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680605","3359836"
8802Z,CRACKER BARREL,07/03,112SESC,"5.49",08/08/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680659","3359806"
8803Z,CRACKER BARREL,07/03,112SESC,"5.05",08/08/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680632","3359806"
8805Z,LSU AGRONOMY,06/04,112MRVAC,"6.00",06/05/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675321","3364523"
8806Z,"ROGERS, JASON",05/04,11204BR,"15.00",05/19/04,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"684915","3365544"
8289Z,MOTIVA ENTERPRI,11/99,112SESC,"7.80",11/23/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676043","3372696"
8290Z,MOTIVA ENTERPRI,11/99,112SESC,"2.60",11/23/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676043","3372696"
8292Z,EXXON CO USA,12/99,112SESC,"4.43",12/10/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684558","3367694"
8293Z,EXXON CO USA,12/99,112SESC,"2.69",12/10/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684558","3367694"
8294Z,EXXON CO USA,12/99,112SESC,"8.02",12/10/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684558","3367694"
8295Z,EXXON CO USA,12/99,112SESC,"3.79",12/10/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684558","3367694"
8296Z,"VINCE, MELINDA",11/99,11204BR,"20.00",11/23/99,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691734","3361905"
8297Z,"BASS, BILL",11/99,112SLBR,"10.00",11/29/99,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"685487","3369558"
8298Z,EXXON CHEMICAL,11/99,112MRVAC,"10.34",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675637","3374692"
9363Z,ENERGY COMPANY,08/08,"00000000","17.00",08/18/08,,,,,,[TO BE DETERMINED],"675860","3359296"
9368Z,"DONNELL, ALICIA",10/08,"00000000","25.00",10/16/08,,,,,,[TO BE DETERMINED],"693644","3367113"
8872Z,MOTIVA ENTERPRI,08/04,112SESC,"5.60",09/24/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687112","3371311"
8873Z,MOTIVA ENTERPRI,09/04,112SESC,"5.30",09/24/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687111","3371342"
9436Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681596","3372480"
9437Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681622","3372511"
9438Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681622","3372480"
9439Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681623","3372450"
9440Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681649","3372450"
9441Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681596","3372480"
9442Z,EXXON MOBIL,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"681596","3372480"
8932Z,BR PUBLIC WORKS,03/05,112MRVA,"23.00",03/22/05,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675860","3367519"
8934Z,BR PUBLIC WORKS,02/05,112SESC,"4.00",03/16/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678153","3369281"
8935Z,BR PUBLIC WORKS,02/05,112PLSC,"15.00",03/15/05,,,,,,PLEISTOCENE SERIES,"677995","3369156"
8936Z,BR PUBLIC WORKS,02/05,112PLSC,"12.00",03/11/05,,,,,,PLEISTOCENE SERIES,"677997","3369063"
8937Z,BR PUBLIC WORKS,03/05,112SESC,"13.00",03/17/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677324","3367759"
9104Z,MURPHY OIL USA,03/06,112SESC,"15.00",03/02/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685718","3368577"
9105Z,ITT FLUID TECHN,05/06,112SESC,"7.00",05/03/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678127","3372515"
9106Z,ITT FLUID TECHN,05/06,112SESC,"7.00",05/03/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678127","3372515"
9108Z,MOTIVA ENTERPRI,03/06,112SESC,"2.46",04/05/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681534","3368167"
9109Z,MOTIVA ENTERPRI,03/06,112SESC,"2.89",04/05/06,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681561","3368198"
8299Z,EXXON CHEMICAL,11/99,112MRVAC,"9.03",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675637","3374692"
8300Z,EXXON CHEMICAL,11/99,112MRVAC,"13.20",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675569","3375614"
8301Z,EXXON CHEMICAL,11/99,112MRVAC,"6.96",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675569","3375614"
8302Z,EXXON CHEMICAL,11/99,112MRVAC,"7.17",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675569","3375614"
8303Z,EXXON CHEMICAL,11/99,112MRVAC,"8.40",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675569","3375614"
8304Z,EXXON CHEMICAL,11/99,112MRVAC,"8.15",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675516","3375614"
8305Z,EXXON CHEMICAL,11/99,112MRVAC,"2.70",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675516","3375614"
8306Z,EXXON CHEMICAL,11/99,112MRVAC,"15.76",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675516","3375614"
8307Z,EXXON CHEMICAL,11/99,112MRVAC,"5.80",11/22/99,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675513","3374135"
7839Z,STAR ENTERPRISE,12/96,112SESC,"8.00",12/23/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"690222","3371981"
7840Z,FUELMAN,12/96,112SESC,"5.00",12/03/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678752","3370184"
8874Z,MOTIVA ENTERPRI,08/04,112SESC,"6.50",09/24/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687138","3371311"
8875Z,MOTIVA ENTERPRI,09/04,112SESC,"7.30",09/24/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687138","3371311"
8876Z,MOTIVA ENTERPRI,08/04,112SESC,"7.30",09/24/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687139","3371281"
8877Z,"DEPP, DAVID",09/04,11204BR,"25.00",09/00/04,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"681108","3364926"
8878Z,CONOCO PHILLIPS,09/04,112SESC,"3.61",10/01/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683489","3369370"
8879Z,CONOCO PHILLIPS,09/04,112SESC,"6.64",10/01/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683489","3369370"
